symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
KORDS,18.02.2022 16:17:18,0,0,0,0,GENEL_BILGI
KORDS,18.02.2022 16:17:38,0,0,0,0,GENEL_BILGI
KORDS,21.02.2022 18:45:07,0,0,0,0,GENEL_BILGI
KORDS,22.02.2022 01:59:23,0,0,0,0,GENEL_BILGI
KORDS,22.02.2022 01:59:48,0,0,0,0,GENEL_BILGI
KORDS,22.02.2022 02:00:02,0,0,0,0,GENEL_BILGI
KORDS,22.02.2022 08:34:29,0,0,0,0,GENEL_BILGI
KORDS,22.02.2022 20:22:20,0,0,0,0,GENEL_BILGI
KORDS,22.02.2022 20:22:40,0,0,0,0,PARSE_ERROR
KORDS,01.03.2022 17:04:38,0,0,0,0,GENEL_BILGI
KORDS,22.03.2022 18:01:45,0,0,0,0,GENEL_BILGI
KORDS,22.03.2022 18:13:07,30,2,0,0,FINANSAL_RAPOR
KORDS,24.03.2022 14:48:04,0,0,0,0,GENEL_BILGI
KORDS,24.03.2022 14:48:45,0,0,0,0,GENEL_BILGI
KORDS,24.03.2022 16:28:47,0,2,0,0,GENEL_BILGI
KORDS,31.03.2022 23:43:08,30,2,0,0,YATIRIM_SOZLESME
KORDS,01.04.2022 17:47:14,0,0,1,0,GENEL_BILGI
KORDS,01.04.2022 18:14:17,0,5,1,0,GENEL_BILGI
KORDS,01.04.2022 19:18:59,0,0,0,0,GENEL_BILGI
KORDS,01.04.2022 19:20:09,0,0,0,0,GENEL_BILGI
KORDS,01.04.2022 19:24:18,0,0,0,0,GENEL_BILGI
KORDS,04.04.2022 09:15:52,30,1,1,0,SERMAYE_TEMETTU
KORDS,06.04.2022 16:35:51,30,1,1,2,SERMAYE_TEMETTU
KORDS,11.04.2022 15:45:52,0,0,0,0,GENEL_BILGI
KORDS,15.04.2022 19:52:42,30,2,0,0,YATIRIM_SOZLESME
KORDS,21.04.2022 18:16:18,30,2,0,1,YATIRIM_SOZLESME
KORDS,22.04.2022 17:40:04,-40,5,1,0,GENEL_BILGI
KORDS,25.04.2022 18:31:54,0,0,0,0,GENEL_BILGI
KORDS,26.04.2022 17:40:15,-40,5,0,0,GENEL_BILGI
KORDS,09.05.2022 18:17:38,0,0,0,2,GENEL_BILGI
KORDS,09.05.2022 19:10:36,0,0,0,0,GENEL_BILGI
KORDS,09.05.2022 19:10:48,0,0,0,0,GENEL_BILGI
KORDS,09.05.2022 19:10:59,0,0,0,0,GENEL_BILGI
KORDS,11.05.2022 17:00:02,-40,5,0,0,GENEL_BILGI
KORDS,11.05.2022 19:46:18,30,2,0,0,YATIRIM_SOZLESME
KORDS,12.05.2022 16:41:14,-40,5,1,0,GENEL_BILGI
KORDS,12.05.2022 18:18:09,30,2,0,1,YATIRIM_SOZLESME
KORDS,30.05.2022 15:28:01,0,0,0,0,GENEL_BILGI
KORDS,08.06.2022 17:33:31,-40,5,1,0,GENEL_BILGI
KORDS,13.06.2022 17:51:40,-40,5,0,0,GENEL_BILGI
KORDS,01.07.2022 18:53:27,0,2,0,0,YATIRIM_SOZLESME
KORDS,05.08.2022 18:16:50,30,2,0,0,YATIRIM_SOZLESME
KORDS,09.08.2022 20:35:52,0,2,0,0,FINANSAL_RAPOR
KORDS,09.08.2022 20:36:14,0,0,0,0,GENEL_BILGI
KORDS,09.08.2022 20:39:44,0,0,0,0,GENEL_BILGI
KORDS,12.08.2022 17:00:09,0,0,0,0,GENEL_BILGI
KORDS,26.08.2022 18:20:24,30,2,0,1,YATIRIM_SOZLESME
KORDS,29.08.2022 18:48:52,30,2,0,0,YATIRIM_SOZLESME
KORDS,13.09.2022 17:39:17,-40,5,1,0,GENEL_BILGI
KORDS,22.09.2022 14:20:30,0,0,0,0,GENEL_BILGI
KORDS,29.09.2022 17:17:29,-40,5,1,0,GENEL_BILGI
KORDS,25.10.2022 12:03:00,-40,5,1,0,GENEL_BILGI
KORDS,27.10.2022 14:18:02,-20,2,0,0,FINANSAL_RAPOR
KORDS,01.11.2022 20:54:26,0,0,0,0,GENEL_BILGI
KORDS,01.11.2022 20:54:44,0,0,0,0,GENEL_BILGI
KORDS,01.11.2022 20:54:55,0,0,0,0,GENEL_BILGI
KORDS,04.11.2022 16:44:54,0,2,0,0,GENEL_BILGI
KORDS,07.11.2022 13:32:08,-20,2,0,0,FINANSAL_RAPOR
KORDS,18.11.2022 18:39:27,0,0,0,0,GENEL_BILGI
KORDS,30.11.2022 20:10:25,0,2,0,0,YATIRIM_SOZLESME
KORDS,07.12.2022 17:02:55,-40,5,1,0,GENEL_BILGI
KORDS,09.12.2022 21:04:50,30,2,0,0,YATIRIM_SOZLESME
KORDS,14.12.2022 17:51:07,-40,5,1,0,GENEL_BILGI
KORDS,19.12.2022 19:06:14,0,2,0,0,YATIRIM_SOZLESME
KORDS,27.12.2022 13:40:25,-40,5,1,0,GENEL_BILGI
KORDS,28.12.2022 16:11:48,-40,5,1,0,GENEL_BILGI
KORDS,04.01.2023 21:30:22,0,0,1,0,GENEL_BILGI
KORDS,04.01.2023 21:32:14,0,2,0,0,YATIRIM_SOZLESME
KORDS,05.01.2023 10:54:09,-40,5,1,0,GENEL_BILGI
KORDS,06.01.2023 10:45:49,-40,5,1,0,GENEL_BILGI
KORDS,09.01.2023 10:40:19,-40,5,0,0,GENEL_BILGI
KORDS,10.01.2023 17:44:12,-40,5,1,0,GENEL_BILGI
