symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
GUBRF,02.03.2022 18:03:18,0,0,1,0,YATIRIM_SOZLESME
GUBRF,04.03.2022 09:44:05,0,0,0,0,GENEL_BILGI
GUBRF,11.03.2022 23:55:12,-20,2,1,0,FINANSAL_RAPOR
GUBRF,11.03.2022 23:55:30,0,0,0,0,GENEL_BILGI
GUBRF,11.03.2022 23:55:48,-20,2,1,0,FINANSAL_RAPOR
GUBRF,25.03.2022 16:15:37,0,0,0,0,GENEL_BILGI
GUBRF,28.03.2022 20:14:19,0,0,0,0,GENEL_BILGI
GUBRF,28.03.2022 21:01:50,30,1,0,0,KAR_ARTISI
GUBRF,28.03.2022 21:14:17,0,0,0,0,GENEL_BILGI
GUBRF,28.03.2022 21:20:37,0,0,0,0,GENEL_BILGI
GUBRF,08.04.2022 14:20:07,-20,2,1,0,FINANSAL_RAPOR
GUBRF,08.04.2022 18:26:03,0,0,0,0,GENEL_BILGI
GUBRF,11.04.2022 12:28:10,0,0,0,0,GENEL_BILGI
GUBRF,22.04.2022 14:20:46,0,0,0,0,GENEL_BILGI
GUBRF,22.04.2022 14:35:51,0,0,0,0,GENEL_BILGI
GUBRF,26.04.2022 17:57:47,-40,5,0,0,GENEL_BILGI
GUBRF,10.05.2022 17:27:06,0,2,1,0,FINANSAL_RAPOR
GUBRF,18.05.2022 23:50:02,-20,2,0,0,FINANSAL_RAPOR
GUBRF,18.05.2022 23:57:42,0,0,0,0,GENEL_BILGI
GUBRF,19.05.2022 00:34:07,0,0,0,0,GENEL_BILGI
GUBRF,25.05.2022 17:16:56,0,0,0,0,GENEL_BILGI
GUBRF,25.05.2022 17:23:51,30,1,0,0,KAR_ARTISI
GUBRF,25.05.2022 17:28:17,0,0,0,0,GENEL_BILGI
GUBRF,25.05.2022 17:35:43,0,0,0,0,GENEL_BILGI
GUBRF,02.06.2022 16:31:54,0,2,0,0,GENEL_BILGI
GUBRF,06.06.2022 17:51:33,-20,2,1,0,FINANSAL_RAPOR
GUBRF,07.06.2022 16:48:39,0,5,0,0,GENEL_BILGI
GUBRF,08.06.2022 17:39:15,-40,5,0,0,GENEL_BILGI
GUBRF,10.06.2022 16:30:30,0,0,0,0,GENEL_BILGI
GUBRF,25.06.2022 09:56:13,0,0,0,0,GENEL_BILGI
GUBRF,04.07.2022 18:10:06,0,2,0,0,YATIRIM_SOZLESME
GUBRF,04.07.2022 18:18:52,30,2,0,2,YATIRIM_SOZLESME
GUBRF,03.08.2022 18:19:43,0,0,0,0,GENEL_BILGI
GUBRF,03.08.2022 22:35:15,0,0,0,0,GENEL_BILGI
GUBRF,05.08.2022 17:23:50,0,0,0,0,GENEL_BILGI
GUBRF,12.08.2022 19:02:18,0,0,0,0,GENEL_BILGI
GUBRF,19.08.2022 17:04:08,0,0,0,0,GENEL_BILGI
GUBRF,19.08.2022 18:26:04,-20,2,1,0,FINANSAL_RAPOR
GUBRF,19.08.2022 18:26:24,0,2,1,0,GENEL_BILGI
GUBRF,19.08.2022 18:26:35,0,0,0,0,GENEL_BILGI
GUBRF,26.08.2022 14:50:09,0,0,0,0,GENEL_BILGI
GUBRF,01.09.2022 14:48:57,0,0,0,0,GENEL_BILGI
GUBRF,05.09.2022 19:51:11,0,5,0,0,GENEL_BILGI
GUBRF,05.09.2022 20:06:27,0,2,0,0,YATIRIM_SOZLESME
GUBRF,13.09.2022 17:39:07,-40,5,0,0,GENEL_BILGI
GUBRF,13.09.2022 20:36:48,0,5,0,0,GENEL_BILGI
GUBRF,28.09.2022 16:04:52,0,0,0,0,GENEL_BILGI
GUBRF,11.10.2022 15:28:28,0,0,0,0,GENEL_BILGI
GUBRF,14.10.2022 18:14:09,30,2,0,0,YATIRIM_SOZLESME
GUBRF,19.10.2022 16:30:42,0,2,0,0,ROUTINE_BILGI
GUBRF,26.10.2022 17:29:00,0,0,0,0,GENEL_BILGI
GUBRF,27.10.2022 17:40:55,0,2,0,0,YATIRIM_SOZLESME
GUBRF,31.10.2022 17:20:44,0,5,0,0,GENEL_BILGI
GUBRF,01.11.2022 18:18:03,0,2,0,0,YATIRIM_SOZLESME
GUBRF,04.11.2022 18:17:46,30,2,1,2,YATIRIM_SOZLESME
GUBRF,08.11.2022 19:35:27,-20,2,0,0,FINANSAL_RAPOR
GUBRF,08.11.2022 19:45:28,0,0,0,0,GENEL_BILGI
GUBRF,08.11.2022 19:52:09,0,0,0,0,GENEL_BILGI
GUBRF,17.11.2022 10:20:48,-40,5,0,0,GENEL_BILGI
GUBRF,21.11.2022 17:47:46,0,2,0,0,YATIRIM_SOZLESME
GUBRF,21.11.2022 17:48:15,0,0,0,0,GENEL_BILGI
GUBRF,02.12.2022 16:39:55,0,2,0,0,YATIRIM_SOZLESME
GUBRF,07.12.2022 17:21:41,-40,5,0,0,GENEL_BILGI
GUBRF,09.12.2022 16:51:16,0,0,0,0,GENEL_BILGI
GUBRF,14.12.2022 17:56:12,-40,5,0,0,GENEL_BILGI
GUBRF,27.12.2022 18:28:32,0,0,0,0,GENEL_BILGI
GUBRF,28.12.2022 10:45:55,-40,5,0,0,GENEL_BILGI
GUBRF,30.12.2022 18:20:38,0,0,0,0,GENEL_BILGI
GUBRF,09.01.2023 12:05:18,0,0,0,0,GENEL_BILGI
GUBRF,10.01.2023 10:22:31,-40,5,0,0,GENEL_BILGI
GUBRF,10.01.2023 17:32:51,0,0,0,0,GENEL_BILGI
GUBRF,10.01.2023 17:38:16,0,0,0,0,GENEL_BILGI
GUBRF,10.01.2023 17:47:36,0,0,0,0,GENEL_BILGI
GUBRF,11.01.2023 14:35:27,-40,5,0,0,GENEL_BILGI
GUBRF,12.01.2023 13:25:08,-40,5,0,0,GENEL_BILGI
GUBRF,17.01.2023 12:27:36,0,2,0,0,GENEL_BILGI
GUBRF,19.01.2023 17:05:45,0,2,0,0,YATIRIM_SOZLESME
GUBRF,24.01.2023 09:36:28,-20,2,0,0,GENEL_BILGI
GUBRF,24.01.2023 10:23:07,0,0,0,0,GENEL_BILGI
GUBRF,24.01.2023 10:26:36,0,0,0,0,GENEL_BILGI
GUBRF,24.01.2023 11:10:54,-40,5,0,0,GENEL_BILGI
GUBRF,24.01.2023 11:42:53,0,1,0,0,GENEL_BILGI
GUBRF,25.01.2023 13:22:36,-40,5,0,0,GENEL_BILGI
GUBRF,26.01.2023 17:50:51,-40,5,0,0,GENEL_BILGI
GUBRF,27.01.2023 15:10:44,-40,5,0,0,GENEL_BILGI
GUBRF,30.01.2023 10:12:38,-40,5,0,0,GENEL_BILGI
GUBRF,30.01.2023 10:30:49,0,0,0,0,GENEL_BILGI
