symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
PGSUS,11.02.2022 17:05:08,0,0,0,0,GENEL_BILGI
PGSUS,14.02.2022 21:28:24,0,0,0,0,GENEL_BILGI
PGSUS,18.02.2022 08:44:10,0,0,0,0,GENEL_BILGI
PGSUS,18.02.2022 21:16:29,0,0,0,0,GENEL_BILGI
PGSUS,24.02.2022 14:09:01,0,2,0,0,GENEL_BILGI
PGSUS,25.02.2022 10:09:47,-40,5,1,0,GENEL_BILGI
PGSUS,28.02.2022 16:26:36,-40,5,1,0,GENEL_BILGI
PGSUS,01.03.2022 14:52:05,-40,5,1,0,GENEL_BILGI
PGSUS,04.03.2022 23:59:43,0,0,0,0,GENEL_BILGI
PGSUS,05.03.2022 00:06:28,0,0,0,0,GENEL_BILGI
PGSUS,05.03.2022 00:09:51,-20,2,0,0,FINANSAL_RAPOR
PGSUS,08.03.2022 19:28:09,0,0,0,0,GENEL_BILGI
PGSUS,18.03.2022 09:14:25,0,0,0,0,GENEL_BILGI
PGSUS,31.03.2022 13:33:13,-20,2,0,0,FINANSAL_RAPOR
PGSUS,31.03.2022 18:43:02,0,0,0,0,GENEL_BILGI
PGSUS,11.04.2022 19:46:45,0,0,0,0,GENEL_BILGI
PGSUS,14.04.2022 00:24:14,0,0,0,0,GENEL_BILGI
PGSUS,15.04.2022 19:47:56,0,2,0,0,GENEL_BILGI
PGSUS,29.04.2022 20:43:54,0,1,0,0,GENEL_BILGI
PGSUS,10.05.2022 22:38:16,0,0,0,0,GENEL_BILGI
PGSUS,10.05.2022 22:38:40,0,2,0,0,FINANSAL_RAPOR
PGSUS,11.05.2022 16:34:53,-40,5,1,0,GENEL_BILGI
PGSUS,13.05.2022 18:36:26,0,0,0,0,GENEL_BILGI
PGSUS,03.06.2022 22:44:50,0,0,0,0,GENEL_BILGI
PGSUS,06.06.2022 20:24:16,30,2,0,0,YATIRIM_SOZLESME
PGSUS,08.06.2022 00:54:21,0,0,0,0,GENEL_BILGI
PGSUS,08.06.2022 18:20:29,0,0,0,0,GENEL_BILGI
PGSUS,30.06.2022 19:24:54,30,2,0,0,YATIRIM_SOZLESME
PGSUS,18.07.2022 20:54:51,0,2,0,0,GENEL_BILGI
PGSUS,19.07.2022 12:34:07,0,0,0,0,GENEL_BILGI
PGSUS,22.07.2022 17:34:26,-40,5,1,0,GENEL_BILGI
PGSUS,15.08.2022 20:06:30,0,0,0,0,GENEL_BILGI
PGSUS,15.08.2022 20:07:05,0,0,0,0,GENEL_BILGI
PGSUS,17.08.2022 13:14:46,0,5,0,2,GENEL_BILGI
PGSUS,16.09.2022 21:37:49,0,0,0,0,GENEL_BILGI
PGSUS,19.09.2022 16:20:45,-40,5,1,0,GENEL_BILGI
PGSUS,21.09.2022 10:46:28,-40,5,1,0,GENEL_BILGI
PGSUS,29.09.2022 17:33:22,-40,5,1,0,GENEL_BILGI
PGSUS,07.10.2022 09:11:52,0,0,0,0,GENEL_BILGI
PGSUS,10.10.2022 09:11:04,0,0,0,0,GENEL_BILGI
PGSUS,11.10.2022 18:47:18,0,0,0,0,GENEL_BILGI
PGSUS,12.10.2022 09:18:32,0,0,0,0,GENEL_BILGI
PGSUS,18.10.2022 17:35:03,-40,5,1,0,GENEL_BILGI
PGSUS,27.10.2022 22:04:27,0,0,0,0,GENEL_BILGI
PGSUS,09.11.2022 19:46:39,-20,2,0,0,FINANSAL_RAPOR
PGSUS,09.11.2022 19:47:31,0,0,0,0,GENEL_BILGI
PGSUS,17.11.2022 10:20:53,-40,5,1,0,GENEL_BILGI
PGSUS,18.11.2022 09:12:23,0,0,1,0,GENEL_BILGI
PGSUS,18.11.2022 09:39:30,0,0,1,0,GENEL_BILGI
PGSUS,18.11.2022 13:53:07,-40,5,1,0,GENEL_BILGI
PGSUS,23.11.2022 09:09:48,0,0,0,0,GENEL_BILGI
PGSUS,29.11.2022 11:28:09,0,0,0,0,GENEL_BILGI
PGSUS,09.12.2022 18:34:58,0,0,0,0,GENEL_BILGI
PGSUS,14.12.2022 14:45:08,0,0,0,0,GENEL_BILGI
PGSUS,14.12.2022 14:50:04,0,0,0,0,GENEL_BILGI
PGSUS,28.12.2022 16:12:06,-40,5,1,0,GENEL_BILGI
PGSUS,12.01.2023 13:35:06,-40,5,1,0,GENEL_BILGI
PGSUS,30.01.2023 14:31:38,-40,5,1,0,GENEL_BILGI
PGSUS,02.02.2023 15:54:56,-40,5,1,0,GENEL_BILGI
PGSUS,07.02.2023 11:26:13,-40,5,1,0,GENEL_BILGI
PGSUS,16.02.2023 10:11:28,-40,5,1,0,GENEL_BILGI
PGSUS,16.02.2023 20:57:10,0,0,0,0,GENEL_BILGI
PGSUS,16.02.2023 23:59:39,30,1,0,0,SERMAYE_TEMETTU
PGSUS,28.02.2023 18:38:49,0,0,0,0,GENEL_BILGI
PGSUS,28.02.2023 18:40:00,0,0,0,0,GENEL_BILGI
PGSUS,03.03.2023 15:26:02,-40,5,1,0,GENEL_BILGI
PGSUS,06.03.2023 20:44:43,0,0,0,0,GENEL_BILGI
PGSUS,06.03.2023 20:45:05,0,0,0,0,GENEL_BILGI
PGSUS,06.03.2023 20:45:26,0,0,0,0,GENEL_BILGI
PGSUS,06.03.2023 20:45:54,0,0,0,0,GENEL_BILGI
PGSUS,06.03.2023 22:44:27,-20,2,0,0,FINANSAL_RAPOR
PGSUS,06.03.2023 22:47:40,0,0,0,0,GENEL_BILGI
PGSUS,14.03.2023 18:25:23,0,0,0,0,GENEL_BILGI
PGSUS,16.03.2023 18:11:36,0,0,0,0,GENEL_BILGI
PGSUS,20.03.2023 18:15:34,0,0,0,0,GENEL_BILGI
PGSUS,30.03.2023 13:08:10,0,0,0,0,GENEL_BILGI
PGSUS,30.03.2023 13:20:33,-20,2,0,0,FINANSAL_RAPOR
PGSUS,30.03.2023 13:21:59,0,0,0,0,GENEL_BILGI
PGSUS,10.04.2023 10:21:49,0,0,0,0,GENEL_BILGI
PGSUS,11.04.2023 19:11:08,0,0,0,0,GENEL_BILGI
PGSUS,08.05.2023 10:11:39,-40,5,1,0,GENEL_BILGI
PGSUS,10.05.2023 19:03:48,-20,2,0,0,FINANSAL_RAPOR
PGSUS,10.05.2023 19:04:04,0,0,0,0,GENEL_BILGI
PGSUS,10.05.2023 19:04:22,0,0,0,0,GENEL_BILGI
PGSUS,15.05.2023 18:41:36,0,0,0,0,GENEL_BILGI
PGSUS,23.05.2023 20:33:53,30,1,0,0,FINANSAL_RAPOR
PGSUS,12.06.2023 23:00:20,0,0,0,0,GENEL_BILGI
PGSUS,13.07.2023 20:34:31,30,2,0,0,YATIRIM_SOZLESME
PGSUS,11.08.2023 21:01:33,0,0,0,0,GENEL_BILGI
PGSUS,14.08.2023 19:33:33,-20,2,0,0,FINANSAL_RAPOR
PGSUS,14.08.2023 19:33:54,0,0,0,0,GENEL_BILGI
PGSUS,14.08.2023 19:34:20,0,0,0,0,GENEL_BILGI
PGSUS,15.08.2023 12:23:56,-40,5,1,0,GENEL_BILGI
PGSUS,18.08.2023 17:22:29,-40,5,1,0,GENEL_BILGI
PGSUS,23.08.2023 16:43:01,-40,5,1,0,GENEL_BILGI
PGSUS,12.09.2023 22:32:53,0,0,0,0,GENEL_BILGI
PGSUS,18.09.2023 20:50:06,0,2,0,0,GENEL_BILGI
PGSUS,09.10.2023 17:17:33,-40,5,1,0,GENEL_BILGI
PGSUS,12.10.2023 18:38:48,0,0,0,0,GENEL_BILGI
PGSUS,16.10.2023 16:29:02,0,2,0,0,YATIRIM_SOZLESME
PGSUS,26.10.2023 21:45:23,0,0,0,0,GENEL_BILGI
PGSUS,08.11.2023 20:45:06,0,0,0,0,GENEL_BILGI
PGSUS,08.11.2023 20:45:29,-20,2,0,0,FINANSAL_RAPOR
PGSUS,08.11.2023 20:45:43,0,0,0,0,GENEL_BILGI
PGSUS,08.11.2023 20:45:54,0,0,0,0,GENEL_BILGI
PGSUS,13.11.2023 18:15:36,0,0,0,0,GENEL_BILGI
PGSUS,30.11.2023 18:11:12,0,0,0,0,GENEL_BILGI
PGSUS,12.12.2023 18:29:17,0,0,0,0,GENEL_BILGI
PGSUS,14.12.2023 18:15:33,0,0,0,0,GENEL_BILGI
PGSUS,28.12.2023 20:26:29,0,0,0,0,GENEL_BILGI
PGSUS,03.01.2024 08:05:08,30,2,0,0,YATIRIM_SOZLESME
PGSUS,10.01.2024 18:22:16,0,0,0,0,GENEL_BILGI
PGSUS,13.02.2024 20:13:48,0,0,0,0,GENEL_BILGI
PGSUS,29.02.2024 18:24:27,30,1,0,0,SERMAYE_TEMETTU
PGSUS,04.03.2024 22:35:51,0,0,0,0,GENEL_BILGI
PGSUS,04.03.2024 22:36:22,0,0,0,0,GENEL_BILGI
PGSUS,04.03.2024 22:37:28,0,0,0,0,GENEL_BILGI
PGSUS,05.03.2024 20:16:01,0,0,0,0,GENEL_BILGI
PGSUS,05.03.2024 20:32:21,-20,2,0,0,FINANSAL_RAPOR
PGSUS,12.03.2024 18:49:27,0,0,0,0,GENEL_BILGI
PGSUS,28.03.2024 12:52:22,-20,2,0,0,FINANSAL_RAPOR
PGSUS,28.03.2024 15:51:03,0,0,0,0,GENEL_BILGI
PGSUS,15.04.2024 18:20:24,0,0,0,0,GENEL_BILGI
PGSUS,07.05.2024 20:50:29,0,0,0,0,GENEL_BILGI
PGSUS,08.05.2024 22:12:47,0,0,0,0,GENEL_BILGI
PGSUS,08.05.2024 22:13:25,0,0,0,0,GENEL_BILGI
PGSUS,09.05.2024 18:59:14,0,2,0,0,GENEL_BILGI
PGSUS,13.05.2024 16:19:24,30,1,0,0,SERMAYE_TEMETTU
PGSUS,13.05.2024 16:54:05,30,1,1,0,SERMAYE_TEMETTU
PGSUS,13.05.2024 19:08:06,0,0,0,0,GENEL_BILGI
PGSUS,16.05.2024 16:51:49,0,0,0,0,GENEL_BILGI
PGSUS,17.05.2024 09:02:09,0,0,0,0,GENEL_BILGI
PGSUS,28.05.2024 14:32:51,0,0,0,0,GENEL_BILGI
PGSUS,31.05.2024 08:00:35,30,1,0,2,SERMAYE_TEMETTU
PGSUS,10.06.2024 18:48:12,0,0,0,0,GENEL_BILGI
PGSUS,12.08.2024 23:11:30,0,0,0,0,GENEL_BILGI
PGSUS,02.09.2024 11:37:11,0,2,0,1,YATIRIM_SOZLESME
PGSUS,11.09.2024 18:49:13,0,0,0,0,GENEL_BILGI
PGSUS,11.09.2024 19:38:51,0,2,0,1,YATIRIM_SOZLESME
PGSUS,13.09.2024 11:37:57,-20,2,0,0,FINANSAL_RAPOR
PGSUS,13.09.2024 21:58:31,30,2,0,1,YATIRIM_SOZLESME
PGSUS,24.09.2024 16:20:45,0,0,0,0,GENEL_BILGI
PGSUS,10.10.2024 18:25:04,0,0,0,0,GENEL_BILGI
PGSUS,25.10.2024 14:52:43,0,0,0,0,GENEL_BILGI
PGSUS,11.11.2024 19:46:15,0,0,0,0,GENEL_BILGI
PGSUS,11.11.2024 19:46:30,-20,2,0,0,FINANSAL_RAPOR
PGSUS,11.11.2024 19:46:42,0,0,0,0,GENEL_BILGI
PGSUS,11.11.2024 19:46:56,0,0,0,0,GENEL_BILGI
PGSUS,13.11.2024 18:26:00,0,0,0,0,GENEL_BILGI
PGSUS,25.11.2024 09:13:30,0,0,1,0,GENEL_BILGI
PGSUS,27.11.2024 18:12:00,0,0,0,0,GENEL_BILGI
PGSUS,12.12.2024 19:31:51,0,2,0,0,YATIRIM_SOZLESME
PGSUS,16.12.2024 22:12:31,0,0,0,0,GENEL_BILGI
PGSUS,20.12.2024 18:20:24,0,5,0,0,GENEL_BILGI
PGSUS,14.01.2025 20:35:22,0,0,0,0,GENEL_BILGI
PGSUS,28.01.2025 21:03:29,30,2,0,0,SERMAYE_TEMETTU
PGSUS,12.02.2025 20:39:40,30,2,0,0,YATIRIM_SOZLESME
PGSUS,17.02.2025 19:14:27,0,0,0,0,GENEL_BILGI
PGSUS,03.03.2025 07:53:21,0,0,0,0,GENEL_BILGI
PGSUS,04.03.2025 20:15:37,0,0,0,0,GENEL_BILGI
PGSUS,04.03.2025 20:16:13,0,0,0,0,GENEL_BILGI
PGSUS,04.03.2025 20:16:28,0,0,0,0,GENEL_BILGI
PGSUS,13.03.2025 18:31:30,0,0,0,0,GENEL_BILGI
PGSUS,21.03.2025 19:34:05,0,0,0,0,GENEL_BILGI
PGSUS,28.03.2025 13:51:49,0,0,0,0,GENEL_BILGI
PGSUS,28.03.2025 14:03:42,-20,2,0,0,FINANSAL_RAPOR
PGSUS,28.03.2025 14:03:50,0,2,0,0,YATIRIM_SOZLESME
PGSUS,28.03.2025 14:04:20,0,0,0,0,GENEL_BILGI
PGSUS,10.04.2025 17:28:02,-40,5,1,0,GENEL_BILGI
PGSUS,14.04.2025 19:13:43,0,0,0,0,GENEL_BILGI
PGSUS,17.04.2025 15:48:46,0,0,0,0,GENEL_BILGI
PGSUS,03.05.2025 14:43:50,0,2,0,0,SERMAYE_TEMETTU
PGSUS,08.05.2025 20:03:23,-20,2,0,0,FINANSAL_RAPOR
PGSUS,08.05.2025 20:03:37,0,0,0,0,GENEL_BILGI
PGSUS,08.05.2025 20:03:49,0,0,0,0,GENEL_BILGI
PGSUS,23.05.2025 18:53:58,0,0,0,0,GENEL_BILGI
PGSUS,12.06.2025 18:48:51,0,0,0,0,GENEL_BILGI
PGSUS,13.06.2025 20:00:54,0,1,0,0,GENEL_BILGI
PGSUS,20.06.2025 19:40:45,0,0,0,0,GENEL_BILGI
PGSUS,16.07.2025 16:14:28,-40,5,1,0,GENEL_BILGI
PGSUS,16.07.2025 18:10:50,0,0,0,0,GENEL_BILGI
PGSUS,05.08.2025 18:21:48,30,2,0,0,YATIRIM_SOZLESME
PGSUS,11.08.2025 13:28:02,0,0,0,0,GENEL_BILGI
PGSUS,12.08.2025 18:57:13,0,0,0,0,GENEL_BILGI
