symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
SMRTG,21.03.2022 10:03:10,0,0,0,0,GENEL_BILGI
SMRTG,21.03.2022 10:03:23,0,0,0,0,GENEL_BILGI
SMRTG,21.03.2022 10:03:37,0,0,0,0,GENEL_BILGI
SMRTG,22.03.2022 18:02:02,0,2,0,0,YATIRIM_SOZLESME
SMRTG,24.03.2022 09:07:42,0,0,0,0,GENEL_BILGI
SMRTG,24.03.2022 09:15:24,0,0,1,0,GENEL_BILGI
SMRTG,28.03.2022 09:14:17,0,0,0,0,GENEL_BILGI
SMRTG,29.03.2022 18:00:07,30,2,0,1,YATIRIM_SOZLESME
SMRTG,30.03.2022 13:57:31,30,2,0,0,YATIRIM_SOZLESME
SMRTG,31.03.2022 16:09:07,0,0,0,0,GENEL_BILGI
SMRTG,01.04.2022 09:51:11,30,2,0,0,YATIRIM_SOZLESME
SMRTG,08.04.2022 11:14:38,30,2,0,0,YATIRIM_SOZLESME
SMRTG,08.04.2022 17:38:41,30,1,0,0,SERMAYE_TEMETTU
SMRTG,13.04.2022 12:10:34,0,0,0,0,GENEL_BILGI
SMRTG,19.04.2022 18:17:03,0,0,0,0,GENEL_BILGI
SMRTG,21.04.2022 14:13:26,0,0,0,0,GENEL_BILGI
SMRTG,25.04.2022 12:45:28,30,2,0,0,YATIRIM_SOZLESME
SMRTG,09.05.2022 09:45:18,30,2,0,0,YATIRIM_SOZLESME
SMRTG,09.05.2022 19:04:43,0,0,0,0,GENEL_BILGI
SMRTG,09.05.2022 19:05:48,0,0,0,0,GENEL_BILGI
SMRTG,17.05.2022 10:45:15,-40,5,0,0,GENEL_BILGI
SMRTG,18.05.2022 16:17:49,0,5,0,0,GENEL_BILGI
SMRTG,23.05.2022 12:26:57,30,2,0,0,SERMAYE_TEMETTU
SMRTG,26.05.2022 10:03:46,0,5,0,0,GENEL_BILGI
SMRTG,01.06.2022 14:41:46,30,2,0,0,YATIRIM_SOZLESME
SMRTG,06.06.2022 16:37:17,0,5,0,0,GENEL_BILGI
SMRTG,06.06.2022 17:51:33,-20,2,1,0,FINANSAL_RAPOR
