symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
KUTPO,08.02.2022 16:33:30,0,2,0,0,GENEL_BILGI
KUTPO,28.02.2022 15:29:22,30,2,0,0,YATIRIM_SOZLESME
KUTPO,07.03.2022 12:39:28,-40,5,1,0,GENEL_BILGI
KUTPO,07.03.2022 18:14:14,0,0,0,0,GENEL_BILGI
KUTPO,07.03.2022 18:15:50,0,0,0,0,GENEL_BILGI
KUTPO,07.03.2022 18:16:33,0,0,0,0,GENEL_BILGI
KUTPO,07.03.2022 18:27:43,30,1,0,0,YETKILİDEN_KOMISyon_SECEME
KUTPO,07.03.2022 18:28:15,0,0,0,0,GENEL_BILGI
KUTPO,07.03.2022 18:28:48,0,0,0,0,GENEL_BILGI
KUTPO,22.03.2022 18:14:44,0,0,0,0,GENEL_BILGI
KUTPO,31.03.2022 13:54:05,0,0,0,0,GENEL_BILGI
KUTPO,31.03.2022 13:57:59,0,0,0,0,GENEL_BILGI
KUTPO,04.04.2022 13:52:40,0,0,0,0,GENEL_BILGI
KUTPO,04.04.2022 13:52:59,0,0,0,0,GENEL_BILGI
KUTPO,26.04.2022 16:22:38,-40,5,1,0,GENEL_BILGI
KUTPO,10.05.2022 18:13:14,-20,2,0,0,FINANSAL_RAPOR
KUTPO,10.05.2022 18:13:50,0,0,0,0,GENEL_BILGI
KUTPO,10.05.2022 18:14:15,0,0,0,0,GENEL_BILGI
KUTPO,11.05.2022 18:12:38,0,0,0,0,GENEL_BILGI
KUTPO,01.06.2022 13:49:45,-20,2,0,0,FINANSAL_RAPOR
KUTPO,02.06.2022 16:31:54,0,2,0,0,GENEL_BILGI
KUTPO,03.06.2022 17:17:38,0,2,0,0,YATIRIM_SOZLESME
KUTPO,06.06.2022 17:51:33,-20,2,1,0,FINANSAL_RAPOR
KUTPO,07.06.2022 16:48:39,0,5,0,0,GENEL_BILGI
KUTPO,08.06.2022 16:59:55,0,0,0,0,GENEL_BILGI
KUTPO,09.06.2022 16:25:45,0,2,0,0,GENEL_BILGI
KUTPO,14.06.2022 17:13:49,0,0,0,0,GENEL_BILGI
KUTPO,21.06.2022 18:19:32,0,0,0,0,GENEL_BILGI
KUTPO,24.06.2022 16:31:15,0,2,0,0,ROUTINE_INFO
KUTPO,30.06.2022 14:02:23,0,0,0,0,GENEL_BILGI
KUTPO,16.08.2022 15:39:40,-40,5,1,0,GENEL_BILGI
KUTPO,19.08.2022 21:00:24,-20,2,0,0,FINANSAL_RAPOR
KUTPO,19.08.2022 21:00:52,0,0,0,0,GENEL_BILGI
KUTPO,19.08.2022 21:01:08,0,0,0,0,GENEL_BILGI
KUTPO,26.09.2022 16:29:20,0,0,0,0,GENEL_BILGI
KUTPO,27.09.2022 19:46:38,0,0,0,0,GENEL_BILGI
KUTPO,12.10.2022 15:46:01,0,0,0,0,GENEL_BILGI
KUTPO,25.10.2022 10:04:50,-40,5,1,0,GENEL_BILGI
KUTPO,25.10.2022 14:36:51,-40,5,1,0,GENEL_BILGI
KUTPO,25.10.2022 15:54:29,0,0,0,0,GENEL_BILGI
KUTPO,28.10.2022 12:52:01,0,0,0,0,GENEL_BILGI
KUTPO,09.11.2022 18:31:39,-20,2,0,0,FINANSAL_RAPOR
KUTPO,09.11.2022 18:31:53,0,0,0,0,GENEL_BILGI
