symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
KARSN,21.02.2022 17:36:27,0,5,0,0,GENEL_BILGI
KARSN,22.02.2022 17:31:16,0,0,0,0,GENEL_BILGI
KARSN,23.02.2022 16:12:23,-40,5,1,0,GENEL_BILGI
KARSN,24.02.2022 20:43:56,0,0,0,0,GENEL_BILGI
KARSN,28.02.2022 17:15:57,0,5,0,0,GENEL_BILGI
KARSN,10.03.2022 01:58:31,0,2,0,0,FINANSAL_RAPOR
KARSN,10.03.2022 01:59:08,0,0,0,0,GENEL_BILGI
KARSN,10.03.2022 02:00:44,0,0,0,0,GENEL_BILGI
KARSN,10.03.2022 02:36:41,-20,2,0,0,FINANSAL_RAPOR
KARSN,21.03.2022 15:39:04,0,0,0,0,GENEL_BILGI
KARSN,22.03.2022 18:14:44,0,0,0,0,GENEL_BILGI
KARSN,23.03.2022 08:43:04,0,0,0,0,GENEL_BILGI
KARSN,23.03.2022 17:55:53,0,0,0,0,GENEL_BILGI
KARSN,30.03.2022 17:54:29,-40,5,1,0,GENEL_BILGI
KARSN,04.04.2022 14:17:48,-40,5,1,0,GENEL_BILGI
KARSN,04.04.2022 16:49:22,0,2,0,0,SERMAYE_TEMETTU
KARSN,05.04.2022 14:34:31,0,0,0,0,GENEL_BILGI
KARSN,05.04.2022 17:15:35,0,0,1,0,YATIRIM_SOZLESME
KARSN,08.04.2022 14:20:07,-20,2,1,0,FINANSAL_RAPOR
KARSN,21.04.2022 17:30:06,0,0,0,0,GENEL_BILGI
KARSN,21.04.2022 17:53:50,-20,2,0,0,FINANSAL_RAPOR
KARSN,21.04.2022 18:15:46,0,0,0,0,GENEL_BILGI
KARSN,22.04.2022 16:56:16,0,0,0,0,GENEL_BILGI
KARSN,22.04.2022 16:56:26,0,1,0,0,FINANSAL_RAPOR
KARSN,22.04.2022 17:35:46,-40,5,1,0,GENEL_BILGI
KARSN,25.04.2022 15:42:45,0,1,0,0,FINANSAL_RAPOR
KARSN,25.04.2022 15:42:57,0,1,0,0,FINANSAL_RAPOR
KARSN,25.04.2022 17:49:49,0,0,0,0,GENEL_BILGI
KARSN,26.04.2022 16:57:37,-40,5,1,0,GENEL_BILGI
KARSN,09.05.2022 23:01:54,-20,2,0,0,FINANSAL_RAPOR
KARSN,09.05.2022 23:02:56,0,0,0,0,GENEL_BILGI
KARSN,09.05.2022 23:03:44,0,0,0,0,GENEL_BILGI
KARSN,26.05.2022 16:54:45,0,2,0,0,YATIRIM_SOZLESME
KARSN,02.06.2022 18:21:43,-20,2,0,0,FINANSAL_RAPOR
KARSN,06.06.2022 16:58:17,0,0,0,0,GENEL_BILGI
KARSN,08.06.2022 17:33:13,-40,5,1,0,GENEL_BILGI
KARSN,14.06.2022 14:45:02,-40,5,1,0,GENEL_BILGI
KARSN,17.06.2022 17:29:19,0,0,0,0,GENEL_BILGI
KARSN,17.06.2022 17:29:47,0,0,0,0,GENEL_BILGI
KARSN,21.06.2022 18:19:32,0,0,0,0,GENEL_BILGI
KARSN,29.06.2022 17:21:14,-40,5,1,0,GENEL_BILGI
