symbol,tarih,sentiment,volatility,is_related_party,currency_impact,category
TEKTU,14.02.2022 14:07:02,-40,5,1,0,GENEL_BILGI
TEKTU,16.02.2022 19:42:19,-20,2,0,0,FINANSAL_RAPOR
TEKTU,16.02.2022 19:42:36,0,2,0,0,GENEL_BILGI
TEKTU,16.02.2022 19:50:46,0,0,0,0,GENEL_BILGI
TEKTU,17.02.2022 18:36:55,-40,5,1,0,GENEL_BILGI
TEKTU,21.02.2022 00:32:02,30,2,0,2,FINANSAL_RAPOR
TEKTU,21.02.2022 17:48:12,-40,5,1,0,GENEL_BILGI
TEKTU,22.02.2022 19:55:03,30,2,0,2,FINANSAL_RAPOR
TEKTU,23.02.2022 10:21:32,-40,5,1,0,GENEL_BILGI
TEKTU,25.02.2022 10:00:06,-40,5,1,0,GENEL_BILGI
TEKTU,01.03.2022 18:53:04,0,0,0,0,GENEL_BILGI
TEKTU,02.03.2022 10:06:06,-40,5,1,0,GENEL_BILGI
TEKTU,19.04.2022 16:12:47,-40,5,1,0,GENEL_BILGI
TEKTU,22.04.2022 17:36:33,-40,5,1,0,GENEL_BILGI
TEKTU,05.05.2022 22:10:28,0,0,0,0,GENEL_BILGI
TEKTU,05.05.2022 22:11:10,-20,2,0,0,FINANSAL_RAPOR
TEKTU,05.05.2022 22:11:51,0,0,0,0,GENEL_BILGI
TEKTU,05.05.2022 22:13:06,0,0,0,0,GENEL_BILGI
TEKTU,07.05.2022 13:32:35,-20,2,0,0,FINANSAL_RAPOR
TEKTU,07.05.2022 13:33:25,0,0,0,0,GENEL_BILGI
TEKTU,07.05.2022 13:34:04,0,0,0,0,GENEL_BILGI
TEKTU,10.05.2022 18:45:02,-20,2,0,0,FINANSAL_RAPOR
TEKTU,20.05.2022 18:11:16,0,0,0,0,GENEL_BILGI
TEKTU,02.06.2022 19:17:49,30,2,0,0,YATIRIM_SOZLESME
TEKTU,06.06.2022 18:08:05,0,0,0,0,GENEL_BILGI
TEKTU,06.06.2022 18:30:01,-20,2,0,0,FINANSAL_RAPOR
TEKTU,06.06.2022 18:30:58,0,0,0,0,GENEL_BILGI
TEKTU,06.06.2022 18:34:02,0,0,0,0,GENEL_BILGI
TEKTU,07.06.2022 11:27:19,0,2,0,0,GENEL_BILGI
TEKTU,07.06.2022 16:14:03,-40,5,1,0,GENEL_BILGI
TEKTU,08.06.2022 17:38:49,-40,5,1,0,GENEL_BILGI
TEKTU,20.06.2022 16:29:00,0,0,0,0,GENEL_BILGI
TEKTU,28.06.2022 17:39:51,-40,5,1,0,GENEL_BILGI
TEKTU,29.06.2022 17:59:52,-40,5,1,0,GENEL_BILGI
TEKTU,11.08.2022 18:20:54,0,2,0,0,GENEL_BILGI
TEKTU,12.08.2022 09:28:07,0,2,0,0,GENEL_BILGI
TEKTU,12.08.2022 10:29:33,-40,5,1,0,GENEL_BILGI
TEKTU,16.08.2022 18:22:51,-20,2,0,0,FINANSAL_RAPOR
TEKTU,16.08.2022 18:23:17,0,2,0,0,GENEL_BILGI
TEKTU,16.08.2022 18:24:27,0,0,0,0,GENEL_BILGI
TEKTU,26.08.2022 18:37:23,30,1,0,2,SERMAYE_TEMETTU
TEKTU,13.09.2022 17:41:27,-40,5,1,0,GENEL_BILGI
TEKTU,27.09.2022 10:03:02,-40,5,1,0,GENEL_BILGI
TEKTU,27.09.2022 10:55:12,-40,5,1,0,GENEL_BILGI
TEKTU,28.09.2022 13:52:54,0,0,0,0,GENEL_BILGI
TEKTU,29.09.2022 09:44:25,0,0,0,0,GENEL_BILGI
TEKTU,29.09.2022 17:09:43,-40,5,1,0,GENEL_BILGI
TEKTU,30.09.2022 08:57:41,0,0,0,0,GENEL_BILGI
TEKTU,30.09.2022 18:44:57,-20,2,0,0,FINANSAL_RAPOR
TEKTU,25.10.2022 15:21:39,-40,5,1,0,GENEL_BILGI
TEKTU,09.11.2022 18:48:49,-20,2,0,0,FINANSAL_RAPOR
TEKTU,09.11.2022 18:52:13,0,0,0,0,GENEL_BILGI
TEKTU,09.11.2022 21:09:03,0,0,0,0,GENEL_BILGI
TEKTU,15.11.2022 12:12:20,-40,5,1,0,GENEL_BILGI
TEKTU,16.11.2022 15:08:01,-40,5,1,0,GENEL_BILGI
TEKTU,28.11.2022 17:41:16,0,0,0,0,GENEL_BILGI
TEKTU,30.11.2022 09:21:20,0,0,0,0,GENEL_BILGI
TEKTU,02.12.2022 09:27:09,0,0,0,0,GENEL_BILGI
TEKTU,02.12.2022 12:23:07,0,0,0,0,GENEL_BILGI
TEKTU,05.12.2022 09:25:06,0,0,0,0,GENEL_BILGI
TEKTU,05.12.2022 09:27:00,0,0,0,0,GENEL_BILGI
TEKTU,05.12.2022 09:28:49,0,0,0,0,GENEL_BILGI
TEKTU,06.12.2022 09:15:11,0,0,0,0,GENEL_BILGI
TEKTU,07.12.2022 17:22:36,-40,5,1,0,GENEL_BILGI
TEKTU,27.12.2022 11:18:17,-40,5,1,0,GENEL_BILGI
TEKTU,03.01.2023 15:02:46,-40,5,1,0,GENEL_BILGI
TEKTU,05.01.2023 10:54:04,-40,5,1,0,GENEL_BILGI
TEKTU,06.01.2023 10:45:28,-40,5,1,0,GENEL_BILGI
TEKTU,09.01.2023 11:12:40,-40,5,1,0,GENEL_BILGI
TEKTU,10.01.2023 17:46:32,-40,5,1,0,GENEL_BILGI
TEKTU,11.01.2023 10:42:26,-40,5,1,0,GENEL_BILGI
TEKTU,12.01.2023 13:25:57,-40,5,1,0,GENEL_BILGI
TEKTU,23.01.2023 17:16:14,-40,5,1,0,GENEL_BILGI
TEKTU,24.01.2023 10:37:09,-40,5,1,0,GENEL_BILGI
TEKTU,27.01.2023 15:37:17,-40,5,1,0,GENEL_BILGI
TEKTU,30.01.2023 14:16:45,-40,5,1,0,GENEL_BILGI
TEKTU,31.01.2023 17:59:46,-40,5,1,0,GENEL_BILGI
TEKTU,31.01.2023 18:35:40,-20,2,0,0,FINANSAL_RAPOR
TEKTU,01.02.2023 10:37:25,-40,5,1,0,GENEL_BILGI
TEKTU,01.02.2023 16:27:44,-40,5,1,0,GENEL_BILGI
TEKTU,02.02.2023 10:30:29,-40,5,1,0,GENEL_BILGI
TEKTU,07.02.2023 11:48:07,-40,5,1,0,GENEL_BILGI
TEKTU,08.02.2023 10:03:26,-40,5,1,0,GENEL_BILGI
TEKTU,14.02.2023 20:38:11,0,5,0,0,GENEL_BILGI
TEKTU,16.02.2023 11:23:14,-40,5,1,0,GENEL_BILGI
TEKTU,16.02.2023 17:16:52,-40,5,1,0,GENEL_BILGI
TEKTU,07.03.2023 14:53:32,0,0,0,0,GENEL_BILGI
TEKTU,08.03.2023 18:27:47,-20,2,1,0,FINANSAL_RAPOR
TEKTU,08.03.2023 18:28:00,0,2,0,0,FINANSAL_RAPOR
TEKTU,08.03.2023 18:30:32,0,0,0,0,GENEL_BILGI
TEKTU,15.03.2023 14:56:33,-40,5,1,0,GENEL_BILGI
TEKTU,23.03.2023 18:26:53,30,2,1,0,YATIRIM_SOZLESME
TEKTU,25.03.2023 15:11:42,0,0,0,0,GENEL_BILGI
TEKTU,28.03.2023 11:59:24,-40,5,1,0,GENEL_BILGI
TEKTU,29.03.2023 12:56:12,-40,5,1,0,GENEL_BILGI
TEKTU,17.04.2023 17:00:20,-40,5,1,0,GENEL_BILGI
TEKTU,18.04.2023 18:22:36,0,2,0,0,GENEL_BILGI
TEKTU,02.05.2023 11:49:48,-40,5,1,0,GENEL_BILGI
TEKTU,02.05.2023 16:52:59,-40,5,1,0,GENEL_BILGI
TEKTU,03.05.2023 10:40:52,-40,5,1,0,GENEL_BILGI
TEKTU,05.05.2023 18:17:54,0,2,0,1,FINANSAL_RAPOR
TEKTU,10.05.2023 18:48:13,-20,2,0,0,FINANSAL_RAPOR
TEKTU,10.05.2023 18:48:55,0,0,0,0,GENEL_BILGI
TEKTU,10.05.2023 18:49:27,0,0,0,0,GENEL_BILGI
TEKTU,12.05.2023 11:59:14,-40,5,1,0,GENEL_BILGI
TEKTU,18.07.2023 16:42:45,-40,5,1,0,GENEL_BILGI
TEKTU,21.07.2023 17:09:06,-40,5,1,0,GENEL_BILGI
TEKTU,24.07.2023 10:04:16,-40,5,1,0,GENEL_BILGI
TEKTU,25.07.2023 15:54:24,-40,5,1,0,GENEL_BILGI
TEKTU,25.07.2023 18:37:26,-40,5,1,0,GENEL_BILGI
TEKTU,08.08.2023 16:59:46,0,0,0,0,GENEL_BILGI
TEKTU,09.08.2023 13:50:54,-20,2,0,0,FINANSAL_RAPOR
TEKTU,09.08.2023 17:01:11,0,5,0,0,GENEL_BILGI
TEKTU,09.08.2023 17:11:33,0,5,0,0,GENEL_BILGI
TEKTU,10.08.2023 17:47:04,-40,5,1,0,GENEL_BILGI
