exit_date,symbol,entry_date,entry_price,exit_price,return,reason,days_held
2025-01-08,TRENJ,2025-01-03,52.19579,57.415369000000005,0.10000000000000009,TAKE_PROFIT,3
2025-01-09,TCELL,2025-01-08,98.37632906,93.457512607,-0.050000000000000044,STOP_LOSS,1
2025-01-09,KFEIN,2025-01-03,8.66956831,9.536525141000002,0.10000000000000009,TAKE_PROFIT,4
2025-01-10,KARTN,2025-01-03,95.40864,110.683,0.1600940962998738,TAKE_PROFIT,5
2025-01-13,PGSUS,2025-01-10,220.93245000000002,209.8858275,-0.050000000000000044,STOP_LOSS,1
2025-01-13,KIMMR,2025-01-03,10.201,11.221100000000002,0.10000000000000009,TAKE_PROFIT,6
2025-01-23,CIMSA,2025-01-10,46.92103874,52.018097,0.1086305503218703,TAKE_PROFIT,9
2025-01-24,TCELL,2025-01-10,95.21263536000001,104.73389889600001,0.10000000000000009,TAKE_PROFIT,10
2025-01-27,HLGYO,2025-01-14,2.5048,2.9344754,0.17154080166081132,TAKE_PROFIT,9
2025-01-28,TTKOM,2025-01-14,45.45303,49.998333,0.10000000000000009,TAKE_PROFIT,10
2025-01-30,PGSUS,2025-01-14,214.33311,235.76642100000004,0.10000000000000009,TAKE_PROFIT,12
2025-01-31,BERA,2025-01-29,15.60248,17.162728,0.10000000000000009,TAKE_PROFIT,2
2025-02-03,TRENJ,2025-01-30,56.21761,53.4067295,-0.050000000000000044,STOP_LOSS,2
2025-02-05,PAPIL,2025-02-03,12.02001,11.419009499999998,-0.050000000000000155,STOP_LOSS,2
2025-02-11,BIOEN,2025-02-04,14.42583,15.868413,0.10000000000000009,TAKE_PROFIT,5
2025-02-12,TRMET,2025-02-04,68.64868999999999,75.51355899999999,0.10000000000000009,TAKE_PROFIT,6
2025-02-12,CLEBI,2025-01-27,1836.59208,2020.2512880000002,0.10000000000000009,TAKE_PROFIT,12
2025-02-13,BMSCH,2025-02-12,9.922382915,9.42626376925,-0.050000000000000044,STOP_LOSS,1
2025-02-13,BIMAS,2025-01-24,511.7987645,562.97864095,0.10000000000000009,TAKE_PROFIT,14
2025-02-17,MAGEN,2025-02-13,9.37886,10.467601,0.11608457744331413,TAKE_PROFIT,2
2025-02-27,ASELS,2025-02-14,80.10203949999999,88.312485,0.10249983085636671,TAKE_PROFIT,9
2025-03-03,SNGYO,2025-02-13,2.8976900000000003,3.1874590000000005,0.10000000000000009,TAKE_PROFIT,12
2025-03-06,DOAS,2025-03-03,166.5456973,185.38734,0.11313196921599489,TAKE_PROFIT,3
2025-03-06,TTRAK,2025-02-20,619.171713,685.1912,0.10662548952716788,TAKE_PROFIT,10
2025-03-06,OTKAR,2025-02-18,392.95666,434.316,0.1052516580327203,TAKE_PROFIT,12
2025-03-06,TKFEN,2025-02-14,68.28105000000001,75.10915500000002,0.10000000000000009,TAKE_PROFIT,14
2025-03-07,PAPIL,2025-03-07,19.18192,18.222824,-0.050000000000000155,STOP_LOSS,0
2025-03-10,PAPIL,2025-03-10,20.31514,19.299383,-0.050000000000000044,STOP_LOSS,0
2025-03-11,PAPIL,2025-03-11,22.22707,21.1157165,-0.050000000000000044,STOP_LOSS,0
2025-03-12,PAPIL,2025-03-12,23.23101,22.0694595,-0.050000000000000044,STOP_LOSS,0
2025-03-12,TKFEN,2025-03-07,75.54901,83.808,0.10931963238168185,TAKE_PROFIT,3
2025-03-12,CLEBI,2025-03-04,1996.920389,2269.6091,0.13655462305963773,TAKE_PROFIT,6
2025-03-13,PAPIL,2025-03-13,22.06648,20.963155999999998,-0.050000000000000044,STOP_LOSS,0
2025-03-14,TUREX,2025-03-07,16.702168,18.438002,0.10392866363217035,TAKE_PROFIT,5
2025-03-17,TKFEN,2025-03-13,88.73759,103.385,0.1650643205433009,TAKE_PROFIT,2
