index,publishDate,ruleType,summary,url
887346,09.11.2020 18:23:42,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/887346
868821,13.08.2020 19:15:32,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/868821
843784,08.05.2020 18:31:59,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/843784
824441,04.03.2020 22:50:10,Yıllık,,https://www.kap.org.tr/tr/Bildirim/824441
975962,08.11.2021 18:35:07,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/975962
958428,16.08.2021 19:28:14,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/958428
935411,07.05.2021 18:44:17,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/935411
914993,03.03.2021 22:10:10,Yıllık,,https://www.kap.org.tr/tr/Bildirim/914993
1077557,07.11.2022 18:12:21,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1077557
1055631,15.08.2022 19:33:12,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1055631
1028610,10.05.2022 18:24:14,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028610
1006636,02.03.2022 20:32:02,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1006636
1214052,03.11.2023 18:16:08,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1214052
1184024,10.08.2023 18:42:10,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1184024
1147542,05.05.2023 18:19:39,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1147542
1119336,02.03.2023 18:22:46,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1119336
1355187,07.11.2024 18:45:48,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1355187
1327395,23.08.2024 18:15:10,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1327395
1290883,24.05.2024 18:42:42,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1290883
1262803,26.03.2024 18:22:15,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1262803
1513507,07.11.2025 19:52:08,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1513507
1478833,14.08.2025 21:28:43,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1478833
1436890,09.05.2025 19:22:50,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1436890
1401791,06.03.2025 21:06:58,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1401791
