index,publishDate,ruleType,summary,url
887571,09.11.2020 20:32:30,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/887571
869220,14.08.2020 20:14:41,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/869220
850421,09.06.2020 23:45:16,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/850421
825914,10.03.2020 04:19:35,Yıllık,,https://www.kap.org.tr/tr/Bildirim/825914
976640,09.11.2021 21:12:21,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/976640
959566,19.08.2021 23:06:42,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/959566
941477,09.06.2021 18:16:30,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/941477
923020,02.04.2021 19:49:56,Yıllık,,https://www.kap.org.tr/tr/Bildirim/923020
1078978,09.11.2022 20:05:22,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1078978
1057408,19.08.2022 23:06:31,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1057408
1028913,10.05.2022 20:47:28,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028913
1010094,11.03.2022 23:24:36,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1010094
1216454,09.11.2023 18:22:04,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1216454
1187839,21.08.2023 18:48:14,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1187839
1150081,10.05.2023 19:51:26,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1150081
1124210,13.03.2023 23:34:43,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1124210
1356937,11.11.2024 21:53:43,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1356937
1339341,30.09.2024 23:48:21,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1339341
1299952,15.06.2024 05:46:53,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1299952
1288783,21.05.2024 03:55:46,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1288783
1514656,10.11.2025 18:35:23,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1514656
1481043,19.08.2025 20:46:28,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1481043
1438225,12.05.2025 23:43:13,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1438225
1405442,12.03.2025 01:40:48,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1405442
