index,publishDate,ruleType,summary,url
886431,05.11.2020 18:44:45,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/886431
868842,13.08.2020 20:32:36,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/868842
846034,20.05.2020 18:37:59,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/846034
822323,28.02.2020 06:07:12,Yıllık,,https://www.kap.org.tr/tr/Bildirim/822323
974973,04.11.2021 19:55:26,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/974973
958843,17.08.2021 20:55:44,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/958843
936010,10.05.2021 19:22:26,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/936010
913161,25.02.2021 23:30:12,Yıllık,,https://www.kap.org.tr/tr/Bildirim/913161
1077595,07.11.2022 18:20:56,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1077595
1056541,17.08.2022 22:05:30,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1056541
1028061,09.05.2022 20:04:37,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028061
1005586,28.02.2022 23:53:40,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1005586
1214614,06.11.2023 18:35:10,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1214614
1185799,15.08.2023 20:44:37,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1185799
1148296,08.05.2023 19:21:22,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1148296
1118089,28.02.2023 22:33:51,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1118089
1354556,06.11.2024 19:32:38,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1354556
1331051,05.09.2024 20:38:38,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1331051
1299113,13.06.2024 18:48:58,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1299113
1284453,09.05.2024 20:17:25,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1284453
1514777,10.11.2025 19:00:40,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1514777
1474295,07.08.2025 22:00:56,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1474295
1474191,07.08.2025 20:00:49,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1474191
1437983,12.05.2025 19:49:08,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1437983
1399066,03.03.2025 19:28:12,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1399066
