index,publishDate,ruleType,summary,url
886407,05.11.2020 18:20:41,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/886407
868449,12.08.2020 19:56:39,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/868449
849635,05.06.2020 18:56:31,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/849635
849241,04.06.2020 19:23:35,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/849241
825859,09.03.2020 21:12:20,Yıllık,,https://www.kap.org.tr/tr/Bildirim/825859
974887,04.11.2021 18:26:21,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/974887
958048,13.08.2021 18:18:42,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/958048
937272,21.05.2021 18:33:43,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/937272
910943,19.02.2021 00:52:36,Yıllık,,https://www.kap.org.tr/tr/Bildirim/910943
1076883,04.11.2022 18:12:05,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1076883
1055167,12.08.2022 18:29:09,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1055167
1027344,06.05.2022 18:17:51,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1027344
1007994,07.03.2022 21:57:59,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1007994
1215211,07.11.2023 18:17:56,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1215211
1184655,11.08.2023 18:29:43,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1184655
1149017,09.05.2023 18:18:31,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1149017
1122044,08.03.2023 22:52:58,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1122044
1356593,11.11.2024 18:27:48,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1356593
1329058,29.08.2024 20:20:43,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1329058
1304704,02.07.2024 18:24:02,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1304704
1266079,03.04.2024 04:34:16,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1266079
1510238,31.10.2025 18:54:50,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1510238
1477056,12.08.2025 18:52:06,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1477056
1436800,09.05.2025 18:41:53,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1436800
1405254,11.03.2025 23:40:14,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1405254
