index,publishDate,ruleType,summary,url
885928,03.11.2020 18:35:07,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/885928
864052,30.07.2020 00:26:52,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/864052
846641,22.05.2020 18:20:08,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/846641
825207,06.03.2020 20:07:45,Yıllık,,https://www.kap.org.tr/tr/Bildirim/825207
975364,05.11.2021 21:11:35,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/975364
958864,17.08.2021 22:57:09,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/958864
937352,21.05.2021 21:14:47,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/937352
914705,03.03.2021 03:12:01,Yıllık,,https://www.kap.org.tr/tr/Bildirim/914705
1077008,04.11.2022 19:54:56,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1077008
1055275,12.08.2022 22:38:59,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1055275
1028123,09.05.2022 23:01:54,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028123
1008937,10.03.2022 01:58:31,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1008937
1215891,08.11.2023 18:13:22,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1215891
1184145,10.08.2023 22:38:08,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1184145
1137914,14.04.2023 08:37:16,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1137914
1121408,08.03.2023 03:28:10,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1121408
1356779,11.11.2024 19:35:26,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1356779
1339363,01.10.2024 00:44:43,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1339363
1299924,14.06.2024 23:01:54,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1299924
1274784,18.04.2024 23:06:03,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1274784
1510812,03.11.2025 19:54:51,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1510812
1480349,19.08.2025 03:07:54,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1480349
1437665,12.05.2025 18:26:21,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1437665
1405353,11.03.2025 23:59:44,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1405353
