index,publishDate,ruleType,summary,url
887551,09.11.2020 20:07:19,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/887551
860604,21.07.2020 08:20:52,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/860604
850357,09.06.2020 19:20:17,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/850357
826597,10.03.2020 20:38:44,Yıllık,,https://www.kap.org.tr/tr/Bildirim/826597
976020,08.11.2021 19:22:00,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/976020
960828,27.08.2021 18:12:37,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/960828
959394,19.08.2021 18:30:35,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/959394
936400,12.05.2021 14:11:30,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/936400
909724,15.02.2021 18:33:26,Yıllık,,https://www.kap.org.tr/tr/Bildirim/909724
1078445,08.11.2022 22:42:18,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1078445
1054730,11.08.2022 18:16:33,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1054730
1028620,10.05.2022 18:26:17,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028620
1008781,09.03.2022 18:25:32,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1008781
1212069,30.10.2023 20:56:05,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1212069
1188043,21.08.2023 23:23:09,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1188043
1150220,10.05.2023 22:06:28,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1150220
1123771,13.03.2023 19:20:31,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1123771
1356896,11.11.2024 21:08:31,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1356896
1339319,30.09.2024 23:17:44,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1339319
1300774,21.06.2024 19:18:04,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1300774
1288596,20.05.2024 22:39:34,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1288596
1514944,10.11.2025 20:32:33,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1514944
1480129,18.08.2025 19:13:51,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1480129
1437894,12.05.2025 19:21:25,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1437894
1405331,11.03.2025 23:56:19,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1405331
