rebalance_date,symbol,score_m1,weight,raw_future_ret,future_ret_after_sl,contrib_to_portfolio,regime_value,risk_multiplier
2025-01-02,ALFAS,0.2891088727516572,0.1405430529170669,0.0369832389224937,0.0369832389224937,0.005197737304928561,0.0389425730920633,1.0
2025-01-02,EUPWR,0.149173964115864,0.1798215851334105,0.1444844124700239,0.1444844124700239,0.0259814160774292,0.0389425730920633,1.0
2025-01-02,KARTN,0.31891774158326774,0.1854144002065325,0.2078059071729958,0.2078059071729958,0.03853020763785538,0.0389425730920633,1.0
2025-01-02,KFEIN,0.1494381796194065,0.2244359352797674,0.2149115633542841,0.2149115633542841,0.04823387772385574,0.0389425730920633,1.0
2025-01-02,KIMMR,0.2019919207547516,0.2697850264632227,0.0770791075050709,0.0770791075050709,0.02079478905801714,0.0389425730920633,1.0
2025-01-03,ALFAS,0.28274429551645835,0.13034196825573774,0.0810611338146183,0.0810611338146183,0.010565667730439087,0.0389545759663727,1.0
2025-01-03,BIOEN,0.1510700610374058,0.17686721882274625,-0.131079478054567,-0.03,-0.005306016564682387,0.0389545759663727,1.0
2025-01-03,KARTN,0.4208852785661946,0.1794600054109443,0.2273915316257186,0.2273915316257186,0.04080768549595437,0.0389545759663727,1.0
2025-01-03,KFEIN,0.16231679407550434,0.28310040248433704,0.2369331485083929,0.2369331485083929,0.06707586970460723,0.0389545759663727,1.0
2025-01-03,KIMMR,0.18453666752897316,0.2302304050262346,0.0331707317073171,0.0331707317073171,0.007636910995992179,0.0389545759663727,1.0
2025-01-06,ALFAS,0.24045419209647478,0.14473263475127565,-0.0457518245196197,-0.03,-0.004341979042538269,0.0389905862533843,1.0
2025-01-06,BIOEN,0.14229740101492985,0.1984235707684643,-0.1695906432748539,-0.03,-0.005952707123053929,0.0389905862533843,1.0
2025-01-06,KARTN,0.4083964693612528,0.21705485192047244,0.1848390446521286,0.1848390446521286,0.04012021146608937,0.0389905862533843,1.0
2025-01-06,KIMMR,0.20056545957260524,0.25263964929369687,-0.0067632850241545,-0.0067632850241545,-0.0017086739565757051,0.0389905862533843,1.0
2025-01-06,ORGE,0.15890535262549912,0.1871492932660908,-0.0301449275362317,-0.03,-0.005614478797982724,0.0389905862533843,1.0
2025-01-07,BIOEN,0.5234825530031753,0.20189085298569123,-0.1605450236966824,-0.03,-0.006056725589570737,0.041234469514829,1.0
2025-01-07,CANTE,0.5294301563317136,0.18711954555739962,-0.1638418079096045,-0.03,-0.005613586366721988,0.041234469514829,1.0
2025-01-07,EUPWR,0.552784250796262,0.21923019942547717,0.1543026706231451,0.1543026706231451,0.033827805252595815,0.041234469514829,1.0
2025-01-07,KARTN,0.7838941428918291,0.21947807735370245,0.190625,0.190625,0.04183800849554953,0.041234469514829,1.0
2025-01-07,SMRTG,0.5511034758846962,0.17228132467772939,-0.0268948655256724,-0.0268948655256724,-0.004633483059792238,0.041234469514829,1.0
2025-01-08,BMSCH,0.933648561342868,0.07392729172044865,-0.1855000711788803,-0.03,-0.0022178187516134593,0.1097113116842061,1.0
2025-01-08,FONET,0.9258616375387538,0.2566972949840791,-0.117181314330958,-0.03,-0.007700918849522374,0.1097113116842061,1.0
2025-01-08,GSDHO,0.9220930163920197,0.26336486690868804,-0.1142131979695431,-0.03,-0.00790094600726064,0.1097113116842061,1.0
2025-01-08,KARTN,0.9704802642619127,0.18430548449625103,0.1840848806366046,0.1840848806366046,0.03392785311416395,0.1097113116842061,1.0
2025-01-08,KFEIN,0.9463389554193355,0.22170506189053313,0.1815670489012166,0.1815670489012166,0.04025433381392568,0.1097113116842061,1.0
2025-01-09,ALFAS,0.9543175243835117,0.1920306959571366,-0.0720288907166256,-0.03,-0.005760920878714097,0.164024173029782,1.0
2025-01-09,AYDEM,0.9581279528794275,0.2797687700042716,-0.1090909090909091,-0.03,-0.008393063100128148,0.164024173029782,1.0
2025-01-09,EUPWR,0.9546787603526603,0.23079247931609398,0.1122994652406417,0.1122994652406417,0.025917872008759214,0.164024173029782,1.0
2025-01-09,MAGEN,0.956347099175282,0.11609666553277039,0.0008554319931564,0.0008554319931564,9.93128019955097e-05,0.164024173029782,1.0
2025-01-09,ODAS,0.9486498613109092,0.18131138918972742,-0.1406003159557661,-0.03,-0.005439341675691822,0.164024173029782,1.0
2025-01-10,AYDEM,0.920020886347351,0.31207714054021657,-0.0930427493713327,-0.03,-0.009362314216206497,0.1571801950677749,1.0
